location_key,date,country_code,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,new_recovered,cumulative_recovered
BR,2021-01-23,BR,Brazil,62334.0,1202.0,8816254.0,216445.0,743637.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,31.166667,25.0,34.0,0.0,60.873554,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,16119.0,7580741.0
BR,2021-01-24,BR,Brazil,28323.0,592.0,8844577.0,217037.0,787792.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,32.388889,30.0,34.0,0.0,57.760567,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,14030.0,7594771.0
BR,2021-01-25,BR,Brazil,26816.0,627.0,8871393.0,217664.0,1005947.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.555556,21.981481,32.092593,0.0,73.484755,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,33667.0,7628438.0
BR,2021-01-26,BR,Brazil,61963.0,1214.0,8933356.0,218878.0,1260152.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.666667,24.277778,33.694444,0.0,64.356796,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,25332.0,7653770.0
BR,2021-01-27,BR,Brazil,63520.0,1283.0,8996876.0,220161.0,1572958.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.847222,23.111111,30.736111,0.0,72.105351,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,55832.0,7709602.0
BR,2021-01-28,BR,Brazil,61811.0,1386.0,9058687.0,221547.0,1834833.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,27.916667,23.0,32.555556,0.0,68.817002,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,89053.0,7798655.0
BR,2021-01-29,BR,Brazil,59826.0,1119.0,9118513.0,222666.0,2223485.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,27.277778,22.75,32.180556,0.0,69.790613,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,78682.0,7877337.0
BR,2021-01-30,BR,Brazil,58462.0,1279.0,9176975.0,223945.0,2343225.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.277778,23.541667,32.402778,0.0,67.796569,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,46457.0,7923794.0
BR,2021-01-31,BR,Brazil,27756.0,559.0,9204731.0,224504.0,2378836.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.708333,24.486111,33.347222,0.0,67.010811,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,36849.0,7960643.0
BR,2021-02-01,BR,Brazil,24591.0,595.0,9229322.0,225099.0,2583218.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,29.541667,23.625,34.402778,0.0,61.672141,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,37603.0,7998246.0
BR,2021-02-02,BR,Brazil,54096.0,1210.0,9283418.0,226309.0,2813155.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,29.875,25.722222,33.722222,0.0,62.605278,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,28796.0,8027042.0
BR,2021-02-03,BR,Brazil,56002.0,1254.0,9339420.0,227563.0,3104085.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.259259,24.185185,33.388889,0.0,70.925613,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,50925.0,8077967.0
BR,2021-02-04,BR,Brazil,56873.0,1232.0,9396293.0,228795.0,3412128.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,29.625,24.402778,33.791667,0.0,65.432858,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,82962.0,8160929.0
BR,2021-02-05,BR,Brazil,50872.0,1239.0,9447165.0,230034.0,3761591.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.430556,24.388889,32.333333,0.0,71.044419,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,75935.0,8236864.0
BR,2021-02-06,BR,Brazil,50630.0,978.0,9497795.0,231012.0,3908295.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.347222,23.625,29.583333,0.0,78.731628,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,54899.0,8291763.0
BR,2021-02-07,BR,Brazil,26845.0,522.0,9524640.0,231534.0,3956261.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.888889,22.791667,30.875,0.0,71.994129,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,35035.0,8326798.0
BR,2021-02-08,BR,Brazil,23439.0,636.0,9548079.0,232170.0,4173166.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.555556,23.694444,32.541667,0.0,60.921137,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,36879.0,8363677.0
BR,2021-02-09,BR,Brazil,51486.0,1350.0,9599565.0,233520.0,4444298.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.875,22.166667,31.777778,0.0,69.763363,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,33510.0,8397187.0
BR,2021-02-10,BR,Brazil,59602.0,1330.0,9659167.0,234850.0,4720619.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,22.166667,21.222222,24.222222,0.0,87.542725,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,50458.0,8447645.0
BR,2021-02-11,BR,Brazil,54742.0,1351.0,9713909.0,236201.0,5022575.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.01233116693679,22.477281851132684,33.07307325080905,0.003033659609120521,56.31434459481362,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,75817.0,8523462.0
BR,2021-02-12,BR,Brazil,51546.0,1288.0,9765455.0,237489.0,5492236.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.01233116693679,22.477281851132684,33.07307325080905,0.003033659609120521,56.31434459481362,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,72668.0,8596130.0
BR,2021-02-13,BR,Brazil,44299.0,1043.0,9809754.0,238532.0,5600609.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.740741,22.351852,29.851852,0.0,74.1845,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,47563.0,8643693.0
BR,2021-02-14,BR,Brazil,24759.0,713.0,9834513.0,239245.0,5655690.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,25.296296,22.074074,29.888889,0.0,84.409229,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,34634.0,8678327.0
BR,2021-02-15,BR,Brazil,32197.0,528.0,9866710.0,239773.0,5981981.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.074074,22.5,30.018519,0.0,78.575071,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,32513.0,8710840.0
BR,2021-02-16,BR,Brazil,55271.0,1167.0,9921981.0,240940.0,6254595.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.574074,23.851852,30.166667,0.0,79.348779,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,34584.0,8745424.0
BR,2021-02-17,BR,Brazil,56766.0,1150.0,9978747.0,242090.0,6576078.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,27.314815,23.185185,31.666667,0.0,74.016225,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,59815.0,8805239.0
BR,2021-02-18,BR,Brazil,51879.0,1367.0,10030626.0,243457.0,6905675.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.236111,23.708333,29.791667,0.0,79.923141,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,77952.0,8883191.0
BR,2021-02-19,BR,Brazil,51050.0,1308.0,10081676.0,244765.0,7178730.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.444444,23.5,31.5,0.0,80.717629,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,67259.0,8950450.0
BR,2021-02-20,BR,Brazil,57472.0,1212.0,10139148.0,245977.0,7305463.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.87037,24.259259,31.462963,0.0,66.51059,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,44796.0,8995246.0
BR,2021-02-21,BR,Brazil,29026.0,527.0,10168174.0,246504.0,7378810.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,25.722222,23.166667,30.138889,0.0,79.938705,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,33913.0,9029159.0
BR,2021-02-22,BR,Brazil,26986.0,639.0,10195160.0,247143.0,7627254.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.208333,23.472222,32.277778,0.0,69.386594,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,38780.0,9067939.0
BR,2021-02-23,BR,Brazil,62715.0,1386.0,10257875.0,248529.0,7863542.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.013889,24.416667,33.597222,0.0,70.570718,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,27544.0,9095483.0
BR,2021-02-24,BR,Brazil,66588.0,1428.0,10324463.0,249957.0,8097249.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.347222,23.5,32.541667,0.0,67.900966,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,43732.0,9139215.0
BR,2021-02-25,BR,Brazil,65998.0,1541.0,10390461.0,251498.0,8388414.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.486111,24.25,32.361111,0.0,68.821571,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,75949.0,9215164.0
BR,2021-02-26,BR,Brazil,65169.0,1337.0,10455630.0,252835.0,8604929.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.819444,22.486111,31.277778,0.0,73.947967,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,65854.0,9281018.0
BR,2021-02-27,BR,Brazil,61602.0,1386.0,10517232.0,254221.0,8756699.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,24.222222,22.166667,27.5,0.0,87.39821,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,42678.0,9323696.0
BR,2021-02-28,BR,Brazil,34027.0,721.0,10551259.0,254942.0,8791241.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,24.222222,22.074074,28.166667,0.0,86.557399,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,62744.0,9386440.0
BR,2021-03-01,BR,Brazil,35742.0,778.0,10587001.0,255720.0,9245902.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,23.944444,21.611111,28.37037,0.0,86.002583,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,24593.0,9411033.0
BR,2021-03-02,BR,Brazil,59925.0,1641.0,10646926.0,257361.0,9713629.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,24.259259,21.5,28.092593,0.0,85.001974,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,46067.0,9457100.0
BR,2021-03-03,BR,Brazil,71704.0,1910.0,10718630.0,259271.0,10255817.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,24.777778,21.962963,29.592593,0.0,83.179166,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,70073.0,9527173.0
BR,2021-03-04,BR,Brazil,75102.0,1699.0,10793732.0,260970.0,10667607.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.388889,22.666667,30.708333,0.0,74.739746,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,64417.0,9591590.0
BR,2021-03-05,BR,Brazil,75495.0,1800.0,10869227.0,262770.0,11077377.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.375,22.430556,30.555556,0.0,72.635786,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,45430.0,9637020.0
BR,2021-03-06,BR,Brazil,69609.0,1555.0,10938836.0,264325.0,11332777.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.763889,23.75,31.791667,0.0,72.371822,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,34390.0,9671410.0
BR,2021-03-07,BR,Brazil,80508.0,1086.0,11019344.0,265411.0,11447810.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,24.796296,22.5,28.222222,0.0,86.78156,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,32941.0,9704351.0
BR,2021-03-08,BR,Brazil,32321.0,987.0,11051665.0,266398.0,11852697.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,24.407407,22.0,28.796296,0.0,85.050342,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,52827.0,9757178.0
BR,2021-03-09,BR,Brazil,70764.0,1972.0,11122429.0,268370.0,12233082.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,27.111111,22.777778,30.972222,0.0,70.737293,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,25142.0,9782320.0
BR,2021-03-10,BR,Brazil,79876.0,2286.0,11202305.0,270656.0,12647426.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.166667,22.611111,31.0,0.0,75.78604,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,60898.0,9843218.0
BR,2021-03-11,BR,Brazil,75412.0,2233.0,11277717.0,272889.0,13066905.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.277778,22.62963,31.074074,0.0,75.479176,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,70521.0,9913739.0
BR,2021-03-12,BR,Brazil,85663.0,2216.0,11363380.0,275105.0,13470357.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.652778,22.347222,32.083333,0.0,73.55828,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,44827.0,9958566.0
BR,2021-03-13,BR,Brazil,76178.0,1997.0,11439558.0,277102.0,13683422.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.851852,23.240741,32.333333,0.0,76.16628,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,42414.0,10000980.0
BR,2021-03-14,BR,Brazil,43812.0,1127.0,11483370.0,278229.0,13746242.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,25.518519,21.962963,29.037037,0.0,78.551892,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,35967.0,10036947.0
BR,2021-03-15,BR,Brazil,36239.0,1057.0,11519609.0,279286.0,14271957.0,212559409.0,104435783.0,108123626.0,27807886.0,183241641.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.375,23.555556,32.777778,0.0,65.422897,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6,26861.0,10063808.0
